num	premise	hypothesis	gold_label	template_num	time_format	time_span
12208	トルーディー は いつも 射精 を 遅れて 開始 する 。 2020 年 9 月 21 日 13 時 に トルーディー は 射精 を 開始 した 。	トルーディー は 2020 年 9 月 21 日 13 時 に 射精 を 遅れて 開始 した 。	entailment	72	年月日時	random
12209	マロリー は いつも 隊列 を 遅れて 作る 。 2006 年 4 月 20 日 9 時 に マロリー は 隊列 を 作った 。	マロリー は 2006 年 4 月 20 日 9 時 に 隊列 を 遅れて 作った 。	entailment	72	年月日時	random
12210	プロッド は いつも 電磁 波 を 遅れて 受ける 。 2006 年 4 月 26 日 21 時 に プロッド は 電磁 波 を 受けた 。	プロッド は 2006 年 4 月 26 日 21 時 に 電磁 波 を 遅れて 受けた 。	entailment	72	年月日時	random
12211	ビクター は いつも 漢字 を 遅れて 収める 。 2009 年 5 月 23 日 9 時 に ビクター は 漢字 を 収めた 。	ビクター は 2009 年 5 月 23 日 9 時 に 漢字 を 遅れて 収めた 。	entailment	72	年月日時	random
12212	アイザック は いつも 大見得 を 遅れて 切る 。 2008 年 4 月 15 日 14 時 に アイザック は 大見得 を 切った 。	アイザック は 2008 年 4 月 15 日 14 時 に 大見得 を 遅れて 切った 。	entailment	72	年月日時	random
12213	パット は いつも 駄目 を 遅れて 出す 。 2011 年 11 月 27 日 18 時 に パット は 駄目 を 出した 。	パット は 2011 年 11 月 27 日 18 時 に 駄目 を 遅れて 出した 。	entailment	72	年月日時	random
12214	アイザック は いつも 縫い物 を 遅れて 始める 。 2009 年 9 月 25 日 7 時 に アイザック は 縫い物 を 始めた 。	アイザック は 2009 年 9 月 25 日 7 時 に 縫い物 を 遅れて 始めた 。	entailment	72	年月日時	random
12215	トレント は いつも 頭 を 遅れて 傾げる 。 2000 年 1 月 20 日 2 時 に トレント は 頭 を 傾げた 。	トレント は 2000 年 1 月 20 日 2 時 に 頭 を 遅れて 傾げた 。	entailment	72	年月日時	random
12216	トルーディー は いつも 御挨拶 を 遅れて 申し上げる 。 2004 年 3 月 16 日 3 時 に トルーディー は 御挨拶 を 申し上げた 。	トルーディー は 2004 年 3 月 16 日 3 時 に 御挨拶 を 遅れて 申し上げた 。	entailment	72	年月日時	random
12217	フランク は いつも 本質 を 遅れて 変える 。 2009 年 8 月 13 日 16 時 に フランク は 本質 を 変えた 。	フランク は 2009 年 8 月 13 日 16 時 に 本質 を 遅れて 変えた 。	entailment	72	年月日時	random
12218	オスカー は いつも 大統領 を 遅れて 辞任 する 。 2002 年 6 月 16 日 2 時 に オスカー は 大統領 を 辞任 した 。	オスカー は 2002 年 6 月 16 日 2 時 に 大統領 を 遅れて 辞任 した 。	entailment	72	年月日時	random
12219	イヴァン は いつも リスク を 遅れて 駆ける 。 2012 年 5 月 11 日 8 時 に イヴァン は リスク を 駆けた 。	イヴァン は 2012 年 5 月 11 日 8 時 に リスク を 遅れて 駆けた 。	entailment	72	年月日時	random
12220	スティーブ は いつも 様子 を 遅れて 現す 。 2015 年 11 月 30 日 8 時 に スティーブ は 様子 を 現した 。	スティーブ は 2015 年 11 月 30 日 8 時 に 様子 を 遅れて 現した 。	entailment	72	年月日時	random
12221	マロリー は いつも 謝罪 を 遅れて 表明 する 。 2003 年 12 月 5 日 13 時 に マロリー は 謝罪 を 表明 した 。	マロリー は 2003 年 12 月 5 日 13 時 に 謝罪 を 遅れて 表明 した 。	entailment	72	年月日時	random
12222	オスカー は いつも 記録 を 遅れて 樹立 する 。 2020 年 6 月 4 日 14 時 に オスカー は 記録 を 樹立 した 。	オスカー は 2020 年 6 月 4 日 14 時 に 記録 を 遅れて 樹立 した 。	entailment	72	年月日時	random
12223	アリス は いつも 姿 を 遅れて 見せる 。 2016 年 8 月 22 日 10 時 に アリス は 姿 を 見せた 。	アリス は 2016 年 8 月 22 日 10 時 に 姿 を 遅れて 見せた 。	entailment	72	年月日時	random
12224	デイヴ は いつも 小学校 を 遅れて 休む 。 2018 年 6 月 30 日 12 時 に デイヴ は 小学校 を 休んだ 。	デイヴ は 2018 年 6 月 30 日 12 時 に 小学校 を 遅れて 休んだ 。	entailment	72	年月日時	random
12225	マチルダ は いつも 下痢 を 遅れて 起こす 。 2009 年 6 月 7 日 7 時 に マチルダ は 下痢 を 起こした 。	マチルダ は 2009 年 6 月 7 日 7 時 に 下痢 を 遅れて 起こした 。	entailment	72	年月日時	random
12226	ウォルター は いつも 色々 気 を 遅れて 使う 。 2000 年 1 月 22 日 16 時 に ウォルター は 色々 気 を 使った 。	ウォルター は 2000 年 1 月 22 日 16 時 に 色々 気 を 遅れて 使った 。	entailment	72	年月日時	short
12227	トレント は いつも 立ち上げ を 遅れて 決める 。 2003 年 5 月 5 日 15 時 に トレント は 立ち上げ を 決めた 。	トレント は 2003 年 5 月 5 日 15 時 に 立ち上げ を 遅れて 決めた 。	entailment	72	年月日時	short
12228	チャーリー は いつも 訪問 を 遅れて 受ける 。 2000 年 9 月 8 日 9 時 に チャーリー は 訪問 を 受けた 。	チャーリー は 2000 年 9 月 8 日 9 時 に 訪問 を 遅れて 受けた 。	entailment	72	年月日時	short
12229	キャロル は いつも 苦情 を 遅れて 述べる 。 2014 年 7 月 11 日 8 時 に キャロル は 苦情 を 述べた 。	キャロル は 2014 年 7 月 11 日 8 時 に 苦情 を 遅れて 述べた 。	entailment	72	年月日時	short
12230	アイザック は いつも 不便 を 遅れて 駆ける 。 2000 年 7 月 23 日 7 時 に アイザック は 不便 を 駆けた 。	アイザック は 2000 年 7 月 23 日 7 時 に 不便 を 遅れて 駆けた 。	entailment	72	年月日時	short
12231	イヴァン は いつも 災害 を 遅れて 被る 。 2001 年 10 月 6 日 3 時 に イヴァン は 災害 を 被った 。	イヴァン は 2001 年 10 月 6 日 3 時 に 災害 を 遅れて 被った 。	entailment	72	年月日時	short
12232	アイザック は いつも 知識 を 遅れて 教える 。 2003 年 8 月 13 日 14 時 に アイザック は 知識 を 教えた 。	アイザック は 2003 年 8 月 13 日 14 時 に 知識 を 遅れて 教えた 。	entailment	72	年月日時	short
12233	キャロル は いつも 電話 を 遅れて 承る 。 2011 年 9 月 23 日 9 時 に キャロル は 電話 を 承った 。	キャロル は 2011 年 9 月 23 日 9 時 に 電話 を 遅れて 承った 。	entailment	72	年月日時	short
12234	ペギー は いつも あくび を 遅れて 漏らす 。 2017 年 8 月 4 日 15 時 に ペギー は あくび を 漏らした 。	ペギー は 2017 年 8 月 4 日 15 時 に あくび を 遅れて 漏らした 。	entailment	72	年月日時	short
12235	マレット は いつも 歩み を 遅れて 進める 。 2014 年 8 月 7 日 15 時 に マレット は 歩み を 進めた 。	マレット は 2014 年 8 月 7 日 15 時 に 歩み を 遅れて 進めた 。	entailment	72	年月日時	short
12236	マチルダ は いつも 国会 を 遅れて 解散 する 。 2009 年 3 月 25 日 18 時 に マチルダ は 国会 を 解散 した 。	マチルダ は 2009 年 3 月 25 日 18 時 に 国会 を 遅れて 解散 した 。	entailment	72	年月日時	short
12237	エレン は いつも 失礼 を 遅れて 申し上げる 。 2010 年 1 月 19 日 7 時 に エレン は 失礼 を 申し上げた 。	エレン は 2010 年 1 月 19 日 7 時 に 失礼 を 遅れて 申し上げた 。	entailment	72	年月日時	short
12238	ペギー は いつも 骨折 を 遅れて 負う 。 2001 年 6 月 1 日 17 時 に ペギー は 骨折 を 負った 。	ペギー は 2001 年 6 月 1 日 17 時 に 骨折 を 遅れて 負った 。	entailment	72	年月日時	short
12239	スティーブ は いつも 成績 を 遅れて 報告 する 。 2001 年 11 月 1 日 7 時 に スティーブ は 成績 を 報告 した 。	スティーブ は 2001 年 11 月 1 日 7 時 に 成績 を 遅れて 報告 した 。	entailment	72	年月日時	short
12240	エレン は いつも 債務 を 遅れて 負う 。 2007 年 9 月 24 日 9 時 に エレン は 債務 を 負った 。	エレン は 2007 年 9 月 24 日 9 時 に 債務 を 遅れて 負った 。	entailment	72	年月日時	short
12241	キャロル は いつも 本心 を 遅れて 述べる 。 2000 年 5 月 1 日 8 時 に キャロル は 本心 を 述べた 。	キャロル は 2000 年 5 月 1 日 8 時 に 本心 を 遅れて 述べた 。	entailment	72	年月日時	short
12242	デイヴ は いつも 問い合わせ を 遅れて 受ける 。 2018 年 10 月 2 日 11 時 に デイヴ は 問い合わせ を 受けた 。	デイヴ は 2018 年 10 月 2 日 11 時 に 問い合わせ を 遅れて 受けた 。	entailment	72	年月日時	short
12243	フランク は いつも 動き を 遅れて 起こす 。 2015 年 11 月 11 日 17 時 に フランク は 動き を 起こした 。	フランク は 2015 年 11 月 11 日 17 時 に 動き を 遅れて 起こした 。	entailment	72	年月日時	short
12244	スティーブ は いつも 言葉尻 を 遅れて 取る 。 2005 年 12 月 19 日 7 時 に スティーブ は 言葉尻 を 取った 。	スティーブ は 2005 年 12 月 19 日 7 時 に 言葉尻 を 遅れて 取った 。	entailment	72	年月日時	short
12245	イヴァン は いつも チャンプ を 遅れて 決める 。 2011 年 8 月 7 日 2 時 に イヴァン は チャンプ を 決めた 。	イヴァン は 2011 年 8 月 7 日 2 時 に チャンプ を 遅れて 決めた 。	entailment	72	年月日時	short
12246	ウォルター は いつも 中止 を 遅れて 表明 する 。 2000 年 12 月 15 日 7 時 に ウォルター は 中止 を 表明 した 。	ウォルター は 2000 年 12 月 15 日 7 時 に 中止 を 遅れて 表明 した 。	entailment	72	年月日時	short
12247	ペギー は いつも 皮膚 科 を 遅れて 訪れる 。 2019 年 10 月 29 日 11 時 に ペギー は 皮膚 科 を 訪れた 。	ペギー は 2019 年 10 月 29 日 11 時 に 皮膚 科 を 遅れて 訪れた 。	entailment	72	年月日時	short
12248	チャーリー は いつも デスク を 遅れて 務める 。 2007 年 9 月 3 日 18 時 に チャーリー は デスク を 務めた 。	チャーリー は 2007 年 9 月 3 日 18 時 に デスク を 遅れて 務めた 。	entailment	72	年月日時	short
12249	ゾーイ は いつも 奪取 を 遅れて 果たす 。 2011 年 5 月 1 日 14 時 に ゾーイ は 奪取 を 果たした 。	ゾーイ は 2011 年 5 月 1 日 14 時 に 奪取 を 遅れて 果たした 。	entailment	72	年月日時	short
12250	トレント は いつも 元栓 を 遅れて 開ける 。 2011 年 4 月 9 日 3 時 に トレント は 元栓 を 開けた 。	トレント は 2011 年 4 月 9 日 3 時 に 元栓 を 遅れて 開けた 。	entailment	72	年月日時	short
12251	デイヴ は いつも 事務 局 を 遅れて 訪問 する 。 6 月 に デイヴ は 事務 局 を 訪問 した 。	デイヴ は 6 月 に 事務 局 を 遅れて 訪問 した 。	entailment	72	月	random
12252	キャロル は いつも 彼 を 遅れて 引き取る 。 12 月 に キャロル は 彼 を 引き取った 。	キャロル は 12 月 に 彼 を 遅れて 引き取った 。	entailment	72	月	random
12253	マチルダ は いつも 閉経 を 遅れて 迎える 。 4 月 に マチルダ は 閉経 を 迎えた 。	マチルダ は 4 月 に 閉経 を 遅れて 迎えた 。	entailment	72	月	random
12254	イブ は いつも ステートメント を 遅れて 発表 する 。 10 月 に イブ は ステートメント を 発表 した 。	イブ は 10 月 に ステートメント を 遅れて 発表 した 。	entailment	72	月	random
12255	マーヴィン は いつも 注目 を 遅れて 向ける 。 2 月 に マーヴィン は 注目 を 向けた 。	マーヴィン は 2 月 に 注目 を 遅れて 向けた 。	entailment	72	月	random
12256	フランク は いつも 本部 を 遅れて 解散 する 。 1 月 に フランク は 本部 を 解散 した 。	フランク は 1 月 に 本部 を 遅れて 解散 した 。	entailment	72	月	random
12257	イブ は いつも 位置付 を 遅れて 変える 。 10 月 に イブ は 位置付 を 変えた 。	イブ は 10 月 に 位置付 を 遅れて 変えた 。	entailment	72	月	random
12258	キャロル は いつも 美化 を 遅れて 行う 。 12 月 に キャロル は 美化 を 行った 。	キャロル は 12 月 に 美化 を 遅れて 行った 。	entailment	72	月	random
12259	トルーディー は いつも 検討 を 遅れて 指示 する 。 4 月 に トルーディー は 検討 を 指示 した 。	トルーディー は 4 月 に 検討 を 遅れて 指示 した 。	entailment	72	月	random
12260	スティーブ は いつも 参加 者 を 遅れて 案内 する 。 5 月 に スティーブ は 参加 者 を 案内 した 。	スティーブ は 5 月 に 参加 者 を 遅れて 案内 した 。	entailment	72	月	random
12261	ペギー は いつも 案内 を 遅れて 発信 する 。 6 月 に ペギー は 案内 を 発信 した 。	ペギー は 6 月 に 案内 を 遅れて 発信 した 。	entailment	72	月	random
12262	トレント は いつも 公 位 を 遅れて 継ぐ 。 12 月 に トレント は 公 位 を 継いだ 。	トレント は 12 月 に 公 位 を 遅れて 継いだ 。	entailment	72	月	random
12263	プロッド は いつも 通路 を 遅れて 開ける 。 1 月 に プロッド は 通路 を 開けた 。	プロッド は 1 月 に 通路 を 遅れて 開けた 。	entailment	72	月	random
12264	マチルダ は いつも 勧告 を 遅れて 受ける 。 7 月 に マチルダ は 勧告 を 受けた 。	マチルダ は 7 月 に 勧告 を 遅れて 受けた 。	entailment	72	月	random
12265	エレン は いつ も 嬌声 を 遅れて 漏らす 。 6 月 に エレン は 嬌声 を 漏らした 。	エレン は 6 月 に 嬌声 を 遅れて 漏らした 。	entailment	72	月	random
12266	ゾーイ は いつも 保守 を 遅れて 致す 。 7 月 に ゾーイ は 保守 を 致した 。	ゾーイ は 7 月 に 保守 を 遅れて 致した 。	entailment	72	月	random
12267	チャーリー は いつも 痺れ を 遅れて 起こす 。 9 月 に チャーリー は 痺れ を 起こした 。	チャーリー は 9 月 に 痺れ を 遅れて 起こした 。	entailment	72	月	random
12268	トレント は いつも 面倒 を 遅れて 見る 。 1 月 に トレント は 面倒 を 見た 。	トレント は 1 月 に 面倒 を 遅れて 見た 。	entailment	72	月	random
12269	ゾーイ は いつも 巣立ち を 遅れて 確認 する 。 4 月 に ゾーイ は 巣立ち を 確認 した 。	ゾーイ は 4 月 に 巣立ち を 遅れて 確認 した 。	entailment	72	月	random
12270	イヴァン は いつも 知人 を 遅れて 案内 する 。 6 月 に イヴァン は 知人 を 案内 した 。	イヴァン は 6 月 に 知人 を 遅れて 案内 した 。	entailment	72	月	random
12271	ペギー は いつも 梱包 を 遅れて 致す 。 9 月 に ペギー は 梱包 を 致した 。	ペギー は 9 月 に 梱包 を 遅れて 致した 。	entailment	72	月	random
12272	ペギー は いつも 基 を 遅れて 離れる 。 6 月 に ペギー は 基 を 離れた 。	ペギー は 6 月 に 基 を 遅れて 離れた 。	entailment	72	月	random
12273	ビクター は いつも 技術 を 遅れて 受ける 。 10 月 に ビクター は 技術 を 受けた 。	ビクター は 10 月 に 技術 を 遅れて 受けた 。	entailment	72	月	random
12274	エレン は いつも 人垣 を 遅れて 作る 。 9 月 に エレン は 人垣 を 作った 。	エレン は 9 月 に 人垣 を 遅れて 作った 。	entailment	72	月	random
12275	ゾーイ は いつも 職務 を 遅れて 代行 する 。 2 月 に ゾーイ は 職務 を 代行 した 。	ゾーイ は 2 月 に 職務 を 遅れて 代行 した 。	entailment	72	月	random
12276	マーヴィン は いつも 立候補 を 遅れて 表明 する 。 7 月 に マーヴィン は 立候補 を 表明 した 。	マーヴィン は 7 月 に 立候補 を 遅れて 表明 した 。	entailment	72	月	short
12277	イブ は いつも 解消 法 を 遅れて 教える 。 4 月 に イブ は 解消 法 を 教えた 。	イブ は 4 月 に 解消 法 を 遅れて 教えた 。	entailment	72	月	short
12278	トレント は いつも 注意 を 遅れて 傾ける 。 5 月 に トレント は 注意 を 傾けた 。	トレント は 5 月 に 注意 を 遅れて 傾けた 。	entailment	72	月	short
12279	デイヴ は いつも 両親 を 遅れて 案内 する 。 7 月 に デイヴ は 両親 を 案内 した 。	デイヴ は 7 月 に 両親 を 遅れて 案内 した 。	entailment	72	月	short
12280	イブ は いつも トラバ を 遅れて 送る 。 5 月 に イブ は トラバ を 送った 。	イブ は 5 月 に トラバ を 遅れて 送った 。	entailment	72	月	short
12281	ウォルター は いつも 勝ち 点 を 遅れて 狙う 。 5 月 に ウォルター は 勝ち 点 を 狙った 。	ウォルター は 5 月 に 勝ち 点 を 遅れて 狙った 。	entailment	72	月	short
12282	マーヴィン は いつも 主席 を 遅れて 務める 。 6 月 に マーヴィン は 主席 を 務めた 。	マーヴィン は 6 月 に 主席 を 遅れて 務めた 。	entailment	72	月	short
12283	マレット は いつも 思い を 遅れて 送る 。 7 月 に マレット は 思い を 送った 。	マレット は 7 月 に 思い を 遅れて 送った 。	entailment	72	月	short
12284	イヴァン は いつも 言葉 を 遅れて 揚げる 。 4 月 に イヴァン は 言葉 を 揚げた 。	イヴァン は 4 月 に 言葉 を 遅れて 揚げた 。	entailment	72	月	short
12285	ボブ は いつも 外傷 を 遅れて 負う 。 6 月 に ボブ は 外傷 を 負った 。	ボブ は 6 月 に 外傷 を 遅れて 負った 。	entailment	72	月	short
12286	ビクター は いつも 本塁 打 を 遅れて 放つ 。 3 月 に ビクター は 本塁 打 を 放った 。	ビクター は 3 月 に 本塁 打 を 遅れて 放った 。	entailment	72	月	short
12287	ペギー は いつも 適時 打 を 遅れて 放つ 。 7 月 に ペギー は 適時 打 を 放った 。	ペギー は 7 月 に 適時 打 を 遅れて 放った 。	entailment	72	月	short
12288	オスカー は いつも プロセス を 遅れて 教える 。 5 月 に オスカー は プロセス を 教えた 。	オスカー は 5 月 に プロセス を 遅れて 教えた 。	entailment	72	月	short
12289	マチルダ は いつも 迷信 を 遅れて 聞く 。 10 月 に マチルダ は 迷信 を 聞いた 。	マチルダ は 10 月 に 迷信 を 遅れて 聞いた 。	entailment	72	月	short
12290	トレント は いつも コミニケーション を 遅れて 取る 。 4 月 に トレント は コミニケーション を 取った 。	トレント は 4 月 に コミニケーション を 遅れて 取った 。	entailment	72	月	short
12291	トレント は いつも 遣り取り を 遅れて する 。 3 月 に トレント は 遣り取り を した 。	トレント は 3 月 に 遣り取り を 遅れて した 。	entailment	72	月	short
12292	ボブ は いつも 頬 を 遅れて 合わせる 。 6 月 に ボブ は 頬 を 合わせた 。	ボブ は 6 月 に 頬 を 遅れて 合わせた 。	entailment	72	月	short
12293	ウォルター は いつも 椅子 を 遅れて 運ぶ 。 6 月 に ウォルター は 椅子 を 運んだ 。	ウォルター は 6 月 に 椅子 を 遅れて 運んだ 。	entailment	72	月	short
12294	キャロル は いつも 説明 を 遅れて 致す 。 5 月 に キャロル は 説明 を 致した 。	キャロル は 5 月 に 説明 を 遅れて 致した 。	entailment	72	月	short
12295	ビクター は いつも 期待 感 を 遅れて 伝える 。 7 月 に ビクター は 期待 感 を 伝えた 。	ビクター は 7 月 に 期待 感 を 遅れて 伝えた 。	entailment	72	月	short
12296	ペギー は いつも 発行 を 遅れて 致す 。 9 月 に ペギー は 発行 を 致した 。	ペギー は 9 月 に 発行 を 遅れて 致した 。	entailment	72	月	short
12297	オスカー は いつも 将棋 を 遅れて 楽しむ 。 3 月 に オスカー は 将棋 を 楽しんだ 。	オスカー は 3 月 に 将棋 を 遅れて 楽しんだ 。	entailment	72	月	short
12298	ボブ は いつも 両 頬 を 遅れて 引っ張る 。 4 月 に ボブ は 両 頬 を 引っ張った 。	ボブ は 4 月 に 両 頬 を 遅れて 引っ張った 。	entailment	72	月	short
12299	ビクター は いつも 症候 群 を 遅れて 起こす 。 4 月 に ビクター は 症候 群 を 起こした 。	ビクター は 4 月 に 症候 群 を 遅れて 起こした 。	entailment	72	月	short
12300	スティーブ は いつも 進出 を 遅れて 達成 する 。 7 月 に スティーブ は 進出 を 達成 した 。	スティーブ は 7 月 に 進出 を 遅れて 達成 した 。	entailment	72	月	short
12301	スティーブ は いつも スロットル を 遅れて 開ける 。 9 月 3 日 に スティーブ は スロットル を 開けた 。	スティーブ は 9 月 3 日 に スロットル を 遅れて 開けた 。	entailment	72	月日	random
12302	ウォルター は いつも 見学 者 を 遅れて 迎える 。 9 月 2 日 に ウォルター は 見学 者 を 迎えた 。	ウォルター は 9 月 2 日 に 見学 者 を 遅れて 迎えた 。	entailment	72	月日	random
12303	ゾーイ は いつも 来場 者 を 遅れて 御迎え する 。 6 月 21 日 に ゾーイ は 来場 者 を 御迎え した 。	ゾーイ は 6 月 21 日 に 来場 者 を 遅れて 御迎え した 。	entailment	72	月日	random
12304	マロリー は いつも 読書 会 を 遅れて 開く 。 4 月 8 日 に マロリー は 読書 会 を 開いた 。	マロリー は 4 月 8 日 に 読書 会 を 遅れて 開いた 。	entailment	72	月日	random
12305	アイザック は いつも 横顔 を 遅れて 診る 。 4 月 10 日 に アイザック は 横顔 を 診た 。	アイザック は 4 月 10 日 に 横顔 を 遅れて 診た 。	entailment	72	月日	random
12306	ボブ は いつも 友達 を 遅れて 案内 する 。 3 月 12 日 に ボブ は 友達 を 案内 した 。	ボブ は 3 月 12 日 に 友達 を 遅れて 案内 した 。	entailment	72	月日	random
12307	スティーブ は いつも 回答 書 を 遅れて 提出 する 。 1 月 6 日 に スティーブ は 回答 書 を 提出 した 。	スティーブ は 1 月 6 日 に 回答 書 を 遅れて 提出 した 。	entailment	72	月日	random
12308	トルーディー は いつも 彼 を 遅れて サポート する 。 6 月 29 日 に トルーディー は 彼 を サポート した 。	トルーディー は 6 月 29 日 に 彼 を 遅れて サポート した 。	entailment	72	月日	random
12309	マチルダ は いつも Ｐｉｎｇ を 遅れて 送る 。 7 月 19 日 に マチルダ は Ｐｉｎｇ を 送った 。	マチルダ は 7 月 19 日 に Ｐｉｎｇ を 遅れて 送った 。	entailment	72	月日	random
12310	スティーブ は いつも 口 を 遅れて 合わせる 。 4 月 6 日 に スティーブ は 口 を 合わせた 。	スティーブ は 4 月 6 日 に 口 を 遅れて 合わせた 。	entailment	72	月日	random
12311	オスカー は いつも アドバイス を 遅れて 受ける 。 12 月 4 日 に オスカー は アドバイス を 受けた 。	オスカー は 12 月 4 日 に アドバイス を 遅れて 受けた 。	entailment	72	月日	random
12312	イヴァン は いつも サポーター を 遅れて 務める 。 1 月 7 日 に イヴァン は サポーター を 務めた 。	イヴァン は 1 月 7 日 に サポーター を 遅れて 務めた 。	entailment	72	月日	random
12313	マレット は いつも 一命 を 遅れて 落とす 。 12 月 7 日 に マレット は 一命 を 落とした 。	マレット は 12 月 7 日 に 一命 を 遅れて 落とした 。	entailment	72	月日	random
12314	キャロル は いつも 一般 人 を 遅れて 守る 。 8 月 26 日 に キャロル は 一般 人 を 守った 。	キャロル は 8 月 26 日 に 一般 人 を 遅れて 守った 。	entailment	72	月日	random
12315	フランク は いつも 少年 を 遅れて 誘う 。 4 月 24 日 に フランク は 少年 を 誘った 。	フランク は 4 月 24 日 に 少年 を 遅れて 誘った 。	entailment	72	月日	random
12316	トレント は いつも 分析 法 を 遅れて 開発 する 。 1 月 12 日 に トレント は 分析 法 を 開発 した 。	トレント は 1 月 12 日 に 分析 法 を 遅れて 開発 した 。	entailment	72	月日	random
12317	ウォルター は いつも 入賞 を 遅れて 決める 。 4 月 26 日 に ウォルター は 入賞 を 決めた 。	ウォルター は 4 月 26 日 に 入賞 を 遅れて 決めた 。	entailment	72	月日	random
12318	マチルダ は いつも 模様替え を 遅れて 始める 。 8 月 20 日 に マチルダ は 模様替え を 始めた 。	マチルダ は 8 月 20 日 に 模様替え を 遅れて 始めた 。	entailment	72	月日	random
12319	キャロル は いつも 皆さん 口 を 遅れて 揃える 。 6 月 16 日 に キャロル は 皆さん 口 を 揃えた 。	キャロル は 6 月 16 日 に 皆さん 口 を 遅れて 揃えた 。	entailment	72	月日	random
12320	パット は いつも 突然 目 を 遅れて 覚ます 。 6 月 19 日 に パット は 突然 目 を 覚ました 。	パット は 6 月 19 日 に 突然 目 を 遅れて 覚ました 。	entailment	72	月日	random
12321	プロッド は いつも 貴女 を 遅れて 御迎え する 。 9 月 16 日 に プロッド は 貴女 を 御迎え した 。	プロッド は 9 月 16 日 に 貴女 を 遅れて 御迎え した 。	entailment	72	月日	random
12322	アイザック は いつも チカラ を 遅れて 貰う 。 8 月 13 日 に アイザック は チカラ を 貰った 。	アイザック は 8 月 13 日 に チカラ を 遅れて 貰った 。	entailment	72	月日	random
12323	マーヴィン は いつも 勝ち 点 を 遅れて 奪う 。 2 月 13 日 に マーヴィン は 勝ち 点 を 奪った 。	マーヴィン は 2 月 13 日 に 勝ち 点 を 遅れて 奪った 。	entailment	72	月日	random
12324	チャーリー は いつも 塁審 を 遅れて 務める 。 11 月 9 日 に チャーリー は 塁審 を 務めた 。	チャーリー は 11 月 9 日 に 塁審 を 遅れて 務めた 。	entailment	72	月日	random
12325	アリス は いつも 届け を 遅れて 承る 。 3 月 10 日 に アリス は 届け を 承った 。	アリス は 3 月 10 日 に 届け を 遅れて 承った 。	entailment	72	月日	random
12326	イヴァン は いつも 遺骨 を 遅れて 引き取る 。 7 月 20 日 に イヴァン は 遺骨 を 引き取った 。	イヴァン は 7 月 20 日 に 遺骨 を 遅れて 引き取った 。	entailment	72	月日	short
12327	ビクター は いつも 耳 を 遅れて 揃える 。 10 月 4 日 に ビクター は 耳 を 揃えた 。	ビクター は 10 月 4 日 に 耳 を 遅れて 揃えた 。	entailment	72	月日	short
12328	オスカー は いつも 汚染 を 遅れて 受ける 。 8 月 13 日 に オスカー は 汚染 を 受けた 。	オスカー は 8 月 13 日 に 汚染 を 遅れて 受けた 。	entailment	72	月日	short
12329	チャーリー は いつも 胸痛 を 遅れて 訴える 。 11 月 14 日 に チャーリー は 胸痛 を 訴えた 。	チャーリー は 11 月 14 日 に 胸痛 を 遅れて 訴えた 。	entailment	72	月日	short
12330	マレット は いつも 御前 を 遅れて 抱き締める 。 3 月 16 日 に マレット は 御前 を 抱き締めた 。	マレット は 3 月 16 日 に 御前 を 遅れて 抱き締めた 。	entailment	72	月日	short
12331	マーヴィン は いつも 性 婚 を 遅れて 認める 。 4 月 7 日 に マーヴィン は 性 婚 を 認めた 。	マーヴィン は 4 月 7 日 に 性 婚 を 遅れて 認めた 。	entailment	72	月日	short
12332	マレット は いつも 札 を 遅れて 揚げる 。 9 月 15 日 に マレット は 札 を 揚げた 。	マレット は 9 月 15 日 に 札 を 遅れて 揚げた 。	entailment	72	月日	short
12333	ペギー は いつも 小物 を 遅れて 作成 する 。 11 月 14 日 に ペギー は 小物 を 作成 した 。	ペギー は 11 月 14 日 に 小物 を 遅れて 作成 した 。	entailment	72	月日	short
12334	トルーディー は いつも 活動 賞 を 遅れて 受賞 する 。 5 月 23 日 に トルーディー は 活動 賞 を 受賞 した 。	トルーディー は 5 月 23 日 に 活動 賞 を 遅れて 受賞 した 。	entailment	72	月日	short
12335	チャーリー は いつも 英断 を 遅れて 下す 。 8 月 3 日 に チャーリー は 英断 を 下した 。	チャーリー は 8 月 3 日 に 英断 を 遅れて 下した 。	entailment	72	月日	short
12336	デイヴ は いつも 典 を 遅れて 挙げる 。 11 月 14 日 に デイヴ は 典 を 挙げた 。	デイヴ は 11 月 14 日 に 典 を 遅れて 挙げた 。	entailment	72	月日	short
12337	イブ は いつも マンゴ を 遅れて 貰う 。 9 月 9 日 に イブ は マンゴ を 貰った 。	イブ は 9 月 9 日 に マンゴ を 遅れて 貰った 。	entailment	72	月日	short
12338	アイザック は いつも 申し込み を 遅れて 承る 。 10 月 7 日 に アイザック は 申し込み を 承った 。	アイザック は 10 月 7 日 に 申し込み を 遅れて 承った 。	entailment	72	月日	short
12339	ビクター は いつも 興味 を 遅れて 示す 。 7 月 6 日 に ビクター は 興味 を 示した 。	ビクター は 7 月 6 日 に 興味 を 遅れて 示した 。	entailment	72	月日	short
12340	プロッド は いつも 敷居 を 遅れて 上げる 。 9 月 10 日 に プロッド は 敷居 を 上げた 。	プロッド は 9 月 10 日 に 敷居 を 遅れて 上げた 。	entailment	72	月日	short
12341	デイヴ は いつも 檄 を 遅れて 入れる 。 3 月 8 日 に デイヴ は 檄 を 入れた 。	デイヴ は 3 月 8 日 に 檄 を 遅れて 入れた 。	entailment	72	月日	short
